,alg,p,dim,maze
24,dfs,0.3,50,"[[0 1 1 ... 0 1 0]
 [1 0 0 ... 1 1 0]
 [0 0 0 ... 0 1 1]
 ...
 [0 0 0 ... 0 0 0]
 [1 0 0 ... 0 0 0]
 [0 0 1 ... 0 1 0]]"
25,bfs,0.3,50,"[[0 1 1 ... 0 1 0]
 [1 0 0 ... 1 1 0]
 [0 0 0 ... 0 1 1]
 ...
 [0 0 0 ... 0 0 0]
 [1 0 0 ... 0 0 0]
 [0 0 1 ... 0 1 0]]"
26,e_astar,0.3,50,"[[0 1 1 ... 0 1 0]
 [1 0 0 ... 1 1 0]
 [0 0 0 ... 0 1 1]
 ...
 [0 0 0 ... 0 0 0]
 [1 0 0 ... 0 0 0]
 [0 0 1 ... 0 1 0]]"
27,m_astar,0.3,50,"[[0 1 1 ... 0 1 0]
 [1 0 0 ... 1 1 0]
 [0 0 0 ... 0 1 1]
 ...
 [0 0 0 ... 0 0 0]
 [1 0 0 ... 0 0 0]
 [0 0 1 ... 0 1 0]]"
28,dfs,0.3,50,"[[0 0 0 ... 0 1 0]
 [0 0 0 ... 0 1 1]
 [1 1 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 1]
 [0 0 0 ... 0 0 1]
 [1 0 1 ... 0 1 0]]"
29,bfs,0.3,50,"[[0 0 0 ... 0 1 0]
 [0 0 0 ... 0 1 1]
 [1 1 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 1]
 [0 0 0 ... 0 0 1]
 [1 0 1 ... 0 1 0]]"
30,e_astar,0.3,50,"[[0 0 0 ... 0 1 0]
 [0 0 0 ... 0 1 1]
 [1 1 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 1]
 [0 0 0 ... 0 0 1]
 [1 0 1 ... 0 1 0]]"
31,m_astar,0.3,50,"[[0 0 0 ... 0 1 0]
 [0 0 0 ... 0 1 1]
 [1 1 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 1]
 [0 0 0 ... 0 0 1]
 [1 0 1 ... 0 1 0]]"
32,dfs,0.3,50,"[[0 1 1 ... 0 0 1]
 [1 0 0 ... 0 0 0]
 [0 1 0 ... 1 0 0]
 ...
 [0 0 0 ... 0 0 1]
 [1 0 0 ... 1 0 0]
 [0 0 0 ... 1 0 0]]"
33,bfs,0.3,50,"[[0 1 1 ... 0 0 1]
 [1 0 0 ... 0 0 0]
 [0 1 0 ... 1 0 0]
 ...
 [0 0 0 ... 0 0 1]
 [1 0 0 ... 1 0 0]
 [0 0 0 ... 1 0 0]]"
34,e_astar,0.3,50,"[[0 1 1 ... 0 0 1]
 [1 0 0 ... 0 0 0]
 [0 1 0 ... 1 0 0]
 ...
 [0 0 0 ... 0 0 1]
 [1 0 0 ... 1 0 0]
 [0 0 0 ... 1 0 0]]"
35,m_astar,0.3,50,"[[0 1 1 ... 0 0 1]
 [1 0 0 ... 0 0 0]
 [0 1 0 ... 1 0 0]
 ...
 [0 0 0 ... 0 0 1]
 [1 0 0 ... 1 0 0]
 [0 0 0 ... 1 0 0]]"
36,dfs,0.4,50,"[[0 0 0 ... 0 0 1]
 [1 0 0 ... 0 1 1]
 [0 1 0 ... 1 0 0]
 ...
 [0 0 0 ... 1 1 0]
 [0 1 1 ... 0 1 1]
 [0 1 0 ... 1 0 0]]"
37,bfs,0.4,50,"[[0 0 0 ... 0 0 1]
 [1 0 0 ... 0 1 1]
 [0 1 0 ... 1 0 0]
 ...
 [0 0 0 ... 1 1 0]
 [0 1 1 ... 0 1 1]
 [0 1 0 ... 1 0 0]]"
38,e_astar,0.4,50,"[[0 0 0 ... 0 0 1]
 [1 0 0 ... 0 1 1]
 [0 1 0 ... 1 0 0]
 ...
 [0 0 0 ... 1 1 0]
 [0 1 1 ... 0 1 1]
 [0 1 0 ... 1 0 0]]"
39,m_astar,0.4,50,"[[0 0 0 ... 0 0 1]
 [1 0 0 ... 0 1 1]
 [0 1 0 ... 1 0 0]
 ...
 [0 0 0 ... 1 1 0]
 [0 1 1 ... 0 1 1]
 [0 1 0 ... 1 0 0]]"
40,dfs,0.4,50,"[[0 1 0 ... 0 1 0]
 [0 0 0 ... 1 0 0]
 [0 0 1 ... 0 0 0]
 ...
 [0 1 0 ... 0 0 1]
 [0 1 0 ... 0 0 0]
 [0 0 0 ... 1 0 0]]"
41,bfs,0.4,50,"[[0 1 0 ... 0 1 0]
 [0 0 0 ... 1 0 0]
 [0 0 1 ... 0 0 0]
 ...
 [0 1 0 ... 0 0 1]
 [0 1 0 ... 0 0 0]
 [0 0 0 ... 1 0 0]]"
42,e_astar,0.4,50,"[[0 1 0 ... 0 1 0]
 [0 0 0 ... 1 0 0]
 [0 0 1 ... 0 0 0]
 ...
 [0 1 0 ... 0 0 1]
 [0 1 0 ... 0 0 0]
 [0 0 0 ... 1 0 0]]"
43,m_astar,0.4,50,"[[0 1 0 ... 0 1 0]
 [0 0 0 ... 1 0 0]
 [0 0 1 ... 0 0 0]
 ...
 [0 1 0 ... 0 0 1]
 [0 1 0 ... 0 0 0]
 [0 0 0 ... 1 0 0]]"
44,dfs,0.4,50,"[[0 0 0 ... 1 1 0]
 [1 1 0 ... 1 0 0]
 [1 0 0 ... 0 1 1]
 ...
 [0 1 0 ... 1 0 1]
 [0 0 0 ... 0 0 1]
 [0 0 0 ... 0 0 0]]"
45,bfs,0.4,50,"[[0 0 0 ... 1 1 0]
 [1 1 0 ... 1 0 0]
 [1 0 0 ... 0 1 1]
 ...
 [0 1 0 ... 1 0 1]
 [0 0 0 ... 0 0 1]
 [0 0 0 ... 0 0 0]]"
46,e_astar,0.4,50,"[[0 0 0 ... 1 1 0]
 [1 1 0 ... 1 0 0]
 [1 0 0 ... 0 1 1]
 ...
 [0 1 0 ... 1 0 1]
 [0 0 0 ... 0 0 1]
 [0 0 0 ... 0 0 0]]"
47,m_astar,0.4,50,"[[0 0 0 ... 1 1 0]
 [1 1 0 ... 1 0 0]
 [1 0 0 ... 0 1 1]
 ...
 [0 1 0 ... 1 0 1]
 [0 0 0 ... 0 0 1]
 [0 0 0 ... 0 0 0]]"
48,dfs,0.4,50,"[[0 0 1 ... 1 1 0]
 [0 0 0 ... 0 1 0]
 [0 1 1 ... 0 0 1]
 ...
 [1 0 0 ... 1 0 0]
 [0 1 0 ... 1 0 0]
 [1 0 0 ... 0 0 0]]"
49,bfs,0.4,50,"[[0 0 1 ... 1 1 0]
 [0 0 0 ... 0 1 0]
 [0 1 1 ... 0 0 1]
 ...
 [1 0 0 ... 1 0 0]
 [0 1 0 ... 1 0 0]
 [1 0 0 ... 0 0 0]]"
50,e_astar,0.4,50,"[[0 0 1 ... 1 1 0]
 [0 0 0 ... 0 1 0]
 [0 1 1 ... 0 0 1]
 ...
 [1 0 0 ... 1 0 0]
 [0 1 0 ... 1 0 0]
 [1 0 0 ... 0 0 0]]"
51,m_astar,0.4,50,"[[0 0 1 ... 1 1 0]
 [0 0 0 ... 0 1 0]
 [0 1 1 ... 0 0 1]
 ...
 [1 0 0 ... 1 0 0]
 [0 1 0 ... 1 0 0]
 [1 0 0 ... 0 0 0]]"
52,dfs,0.4,50,"[[0 1 0 ... 1 0 1]
 [0 1 0 ... 0 0 1]
 [0 0 0 ... 1 0 0]
 ...
 [0 1 0 ... 1 0 1]
 [0 0 0 ... 1 0 0]
 [1 1 0 ... 0 0 0]]"
53,bfs,0.4,50,"[[0 1 0 ... 1 0 1]
 [0 1 0 ... 0 0 1]
 [0 0 0 ... 1 0 0]
 ...
 [0 1 0 ... 1 0 1]
 [0 0 0 ... 1 0 0]
 [1 1 0 ... 0 0 0]]"
54,e_astar,0.4,50,"[[0 1 0 ... 1 0 1]
 [0 1 0 ... 0 0 1]
 [0 0 0 ... 1 0 0]
 ...
 [0 1 0 ... 1 0 1]
 [0 0 0 ... 1 0 0]
 [1 1 0 ... 0 0 0]]"
55,m_astar,0.4,50,"[[0 1 0 ... 1 0 1]
 [0 1 0 ... 0 0 1]
 [0 0 0 ... 1 0 0]
 ...
 [0 1 0 ... 1 0 1]
 [0 0 0 ... 1 0 0]
 [1 1 0 ... 0 0 0]]"
56,dfs,0.4,50,"[[0 1 0 ... 0 0 0]
 [0 1 1 ... 1 0 1]
 [1 0 0 ... 1 0 1]
 ...
 [0 0 0 ... 0 1 1]
 [1 1 1 ... 1 0 0]
 [1 1 1 ... 0 1 0]]"
57,bfs,0.4,50,"[[0 1 0 ... 0 0 0]
 [0 1 1 ... 1 0 1]
 [1 0 0 ... 1 0 1]
 ...
 [0 0 0 ... 0 1 1]
 [1 1 1 ... 1 0 0]
 [1 1 1 ... 0 1 0]]"
58,e_astar,0.4,50,"[[0 1 0 ... 0 0 0]
 [0 1 1 ... 1 0 1]
 [1 0 0 ... 1 0 1]
 ...
 [0 0 0 ... 0 1 1]
 [1 1 1 ... 1 0 0]
 [1 1 1 ... 0 1 0]]"
59,m_astar,0.4,50,"[[0 1 0 ... 0 0 0]
 [0 1 1 ... 1 0 1]
 [1 0 0 ... 1 0 1]
 ...
 [0 0 0 ... 0 1 1]
 [1 1 1 ... 1 0 0]
 [1 1 1 ... 0 1 0]]"
60,dfs,0.4,50,"[[0 0 1 ... 1 0 1]
 [1 0 0 ... 0 0 0]
 [1 1 0 ... 0 1 1]
 ...
 [0 0 0 ... 0 0 0]
 [0 1 0 ... 1 1 0]
 [0 0 1 ... 0 0 0]]"
61,bfs,0.4,50,"[[0 0 1 ... 1 0 1]
 [1 0 0 ... 0 0 0]
 [1 1 0 ... 0 1 1]
 ...
 [0 0 0 ... 0 0 0]
 [0 1 0 ... 1 1 0]
 [0 0 1 ... 0 0 0]]"
62,e_astar,0.4,50,"[[0 0 1 ... 1 0 1]
 [1 0 0 ... 0 0 0]
 [1 1 0 ... 0 1 1]
 ...
 [0 0 0 ... 0 0 0]
 [0 1 0 ... 1 1 0]
 [0 0 1 ... 0 0 0]]"
63,m_astar,0.4,50,"[[0 0 1 ... 1 0 1]
 [1 0 0 ... 0 0 0]
 [1 1 0 ... 0 1 1]
 ...
 [0 0 0 ... 0 0 0]
 [0 1 0 ... 1 1 0]
 [0 0 1 ... 0 0 0]]"
64,dfs,0.4,50,"[[0 1 0 ... 0 0 1]
 [1 0 0 ... 1 0 0]
 [0 0 0 ... 0 0 1]
 ...
 [0 1 0 ... 0 1 1]
 [0 0 1 ... 0 0 1]
 [1 0 0 ... 1 0 0]]"
65,bfs,0.4,50,"[[0 1 0 ... 0 0 1]
 [1 0 0 ... 1 0 0]
 [0 0 0 ... 0 0 1]
 ...
 [0 1 0 ... 0 1 1]
 [0 0 1 ... 0 0 1]
 [1 0 0 ... 1 0 0]]"
66,e_astar,0.4,50,"[[0 1 0 ... 0 0 1]
 [1 0 0 ... 1 0 0]
 [0 0 0 ... 0 0 1]
 ...
 [0 1 0 ... 0 1 1]
 [0 0 1 ... 0 0 1]
 [1 0 0 ... 1 0 0]]"
67,m_astar,0.4,50,"[[0 1 0 ... 0 0 1]
 [1 0 0 ... 1 0 0]
 [0 0 0 ... 0 0 1]
 ...
 [0 1 0 ... 0 1 1]
 [0 0 1 ... 0 0 1]
 [1 0 0 ... 1 0 0]]"
68,dfs,0.4,50,"[[0 0 1 ... 0 1 0]
 [1 0 0 ... 1 0 0]
 [1 1 0 ... 0 0 0]
 ...
 [1 1 0 ... 1 1 1]
 [0 1 0 ... 1 0 0]
 [0 0 1 ... 0 0 0]]"
69,bfs,0.4,50,"[[0 0 1 ... 0 1 0]
 [1 0 0 ... 1 0 0]
 [1 1 0 ... 0 0 0]
 ...
 [1 1 0 ... 1 1 1]
 [0 1 0 ... 1 0 0]
 [0 0 1 ... 0 0 0]]"
70,e_astar,0.4,50,"[[0 0 1 ... 0 1 0]
 [1 0 0 ... 1 0 0]
 [1 1 0 ... 0 0 0]
 ...
 [1 1 0 ... 1 1 1]
 [0 1 0 ... 1 0 0]
 [0 0 1 ... 0 0 0]]"
71,m_astar,0.4,50,"[[0 0 1 ... 0 1 0]
 [1 0 0 ... 1 0 0]
 [1 1 0 ... 0 0 0]
 ...
 [1 1 0 ... 1 1 1]
 [0 1 0 ... 1 0 0]
 [0 0 1 ... 0 0 0]]"
72,dfs,0.4,50,"[[0 0 1 ... 1 0 1]
 [0 1 0 ... 0 1 0]
 [0 0 0 ... 1 0 0]
 ...
 [0 0 1 ... 0 0 1]
 [0 1 1 ... 1 0 0]
 [1 0 1 ... 0 0 0]]"
73,bfs,0.4,50,"[[0 0 1 ... 1 0 1]
 [0 1 0 ... 0 1 0]
 [0 0 0 ... 1 0 0]
 ...
 [0 0 1 ... 0 0 1]
 [0 1 1 ... 1 0 0]
 [1 0 1 ... 0 0 0]]"
74,e_astar,0.4,50,"[[0 0 1 ... 1 0 1]
 [0 1 0 ... 0 1 0]
 [0 0 0 ... 1 0 0]
 ...
 [0 0 1 ... 0 0 1]
 [0 1 1 ... 1 0 0]
 [1 0 1 ... 0 0 0]]"
75,m_astar,0.4,50,"[[0 0 1 ... 1 0 1]
 [0 1 0 ... 0 1 0]
 [0 0 0 ... 1 0 0]
 ...
 [0 0 1 ... 0 0 1]
 [0 1 1 ... 1 0 0]
 [1 0 1 ... 0 0 0]]"
76,dfs,0.5,50,"[[0 1 0 ... 0 0 1]
 [1 0 1 ... 0 0 1]
 [1 0 1 ... 0 0 1]
 ...
 [1 0 1 ... 1 1 0]
 [0 0 0 ... 1 1 0]
 [1 0 1 ... 0 0 0]]"
77,bfs,0.5,50,"[[0 1 0 ... 0 0 1]
 [1 0 1 ... 0 0 1]
 [1 0 1 ... 0 0 1]
 ...
 [1 0 1 ... 1 1 0]
 [0 0 0 ... 1 1 0]
 [1 0 1 ... 0 0 0]]"
78,e_astar,0.5,50,"[[0 1 0 ... 0 0 1]
 [1 0 1 ... 0 0 1]
 [1 0 1 ... 0 0 1]
 ...
 [1 0 1 ... 1 1 0]
 [0 0 0 ... 1 1 0]
 [1 0 1 ... 0 0 0]]"
79,m_astar,0.5,50,"[[0 1 0 ... 0 0 1]
 [1 0 1 ... 0 0 1]
 [1 0 1 ... 0 0 1]
 ...
 [1 0 1 ... 1 1 0]
 [0 0 0 ... 1 1 0]
 [1 0 1 ... 0 0 0]]"
80,dfs,0.5,50,"[[0 1 0 ... 1 0 0]
 [0 1 1 ... 0 1 1]
 [1 1 1 ... 1 1 0]
 ...
 [1 1 0 ... 1 0 0]
 [0 1 0 ... 0 0 0]
 [0 0 1 ... 1 1 0]]"
81,bfs,0.5,50,"[[0 1 0 ... 1 0 0]
 [0 1 1 ... 0 1 1]
 [1 1 1 ... 1 1 0]
 ...
 [1 1 0 ... 1 0 0]
 [0 1 0 ... 0 0 0]
 [0 0 1 ... 1 1 0]]"
82,e_astar,0.5,50,"[[0 1 0 ... 1 0 0]
 [0 1 1 ... 0 1 1]
 [1 1 1 ... 1 1 0]
 ...
 [1 1 0 ... 1 0 0]
 [0 1 0 ... 0 0 0]
 [0 0 1 ... 1 1 0]]"
83,m_astar,0.5,50,"[[0 1 0 ... 1 0 0]
 [0 1 1 ... 0 1 1]
 [1 1 1 ... 1 1 0]
 ...
 [1 1 0 ... 1 0 0]
 [0 1 0 ... 0 0 0]
 [0 0 1 ... 1 1 0]]"
84,dfs,0.5,50,"[[0 1 1 ... 0 1 0]
 [0 1 1 ... 0 0 0]
 [0 1 1 ... 0 1 1]
 ...
 [0 1 1 ... 0 0 0]
 [0 0 0 ... 0 1 1]
 [0 0 1 ... 0 0 0]]"
85,bfs,0.5,50,"[[0 1 1 ... 0 1 0]
 [0 1 1 ... 0 0 0]
 [0 1 1 ... 0 1 1]
 ...
 [0 1 1 ... 0 0 0]
 [0 0 0 ... 0 1 1]
 [0 0 1 ... 0 0 0]]"
86,e_astar,0.5,50,"[[0 1 1 ... 0 1 0]
 [0 1 1 ... 0 0 0]
 [0 1 1 ... 0 1 1]
 ...
 [0 1 1 ... 0 0 0]
 [0 0 0 ... 0 1 1]
 [0 0 1 ... 0 0 0]]"
87,m_astar,0.5,50,"[[0 1 1 ... 0 1 0]
 [0 1 1 ... 0 0 0]
 [0 1 1 ... 0 1 1]
 ...
 [0 1 1 ... 0 0 0]
 [0 0 0 ... 0 1 1]
 [0 0 1 ... 0 0 0]]"
88,dfs,0.5,50,"[[0 1 1 ... 0 1 0]
 [1 1 1 ... 1 1 0]
 [1 1 1 ... 1 1 1]
 ...
 [0 1 1 ... 0 1 0]
 [0 0 0 ... 1 1 0]
 [0 0 0 ... 1 1 0]]"
89,bfs,0.5,50,"[[0 1 1 ... 0 1 0]
 [1 1 1 ... 1 1 0]
 [1 1 1 ... 1 1 1]
 ...
 [0 1 1 ... 0 1 0]
 [0 0 0 ... 1 1 0]
 [0 0 0 ... 1 1 0]]"
90,e_astar,0.5,50,"[[0 1 1 ... 0 1 0]
 [1 1 1 ... 1 1 0]
 [1 1 1 ... 1 1 1]
 ...
 [0 1 1 ... 0 1 0]
 [0 0 0 ... 1 1 0]
 [0 0 0 ... 1 1 0]]"
91,m_astar,0.5,50,"[[0 1 1 ... 0 1 0]
 [1 1 1 ... 1 1 0]
 [1 1 1 ... 1 1 1]
 ...
 [0 1 1 ... 0 1 0]
 [0 0 0 ... 1 1 0]
 [0 0 0 ... 1 1 0]]"
92,dfs,0.5,50,"[[0 1 1 ... 0 1 0]
 [1 1 0 ... 0 1 0]
 [1 1 0 ... 1 0 1]
 ...
 [1 0 1 ... 1 1 0]
 [0 1 1 ... 1 1 1]
 [1 0 1 ... 1 1 0]]"
93,bfs,0.5,50,"[[0 1 1 ... 0 1 0]
 [1 1 0 ... 0 1 0]
 [1 1 0 ... 1 0 1]
 ...
 [1 0 1 ... 1 1 0]
 [0 1 1 ... 1 1 1]
 [1 0 1 ... 1 1 0]]"
94,e_astar,0.5,50,"[[0 1 1 ... 0 1 0]
 [1 1 0 ... 0 1 0]
 [1 1 0 ... 1 0 1]
 ...
 [1 0 1 ... 1 1 0]
 [0 1 1 ... 1 1 1]
 [1 0 1 ... 1 1 0]]"
95,m_astar,0.5,50,"[[0 1 1 ... 0 1 0]
 [1 1 0 ... 0 1 0]
 [1 1 0 ... 1 0 1]
 ...
 [1 0 1 ... 1 1 0]
 [0 1 1 ... 1 1 1]
 [1 0 1 ... 1 1 0]]"
96,dfs,0.5,50,"[[0 0 1 ... 1 1 0]
 [1 0 1 ... 0 1 1]
 [0 1 1 ... 0 0 0]
 ...
 [0 0 1 ... 0 0 1]
 [1 1 1 ... 0 1 0]
 [1 1 0 ... 1 1 0]]"
97,bfs,0.5,50,"[[0 0 1 ... 1 1 0]
 [1 0 1 ... 0 1 1]
 [0 1 1 ... 0 0 0]
 ...
 [0 0 1 ... 0 0 1]
 [1 1 1 ... 0 1 0]
 [1 1 0 ... 1 1 0]]"
98,e_astar,0.5,50,"[[0 0 1 ... 1 1 0]
 [1 0 1 ... 0 1 1]
 [0 1 1 ... 0 0 0]
 ...
 [0 0 1 ... 0 0 1]
 [1 1 1 ... 0 1 0]
 [1 1 0 ... 1 1 0]]"
99,m_astar,0.5,50,"[[0 0 1 ... 1 1 0]
 [1 0 1 ... 0 1 1]
 [0 1 1 ... 0 0 0]
 ...
 [0 0 1 ... 0 0 1]
 [1 1 1 ... 0 1 0]
 [1 1 0 ... 1 1 0]]"
100,dfs,0.5,50,"[[0 0 1 ... 1 0 0]
 [1 0 0 ... 0 1 1]
 [1 0 0 ... 1 1 0]
 ...
 [1 0 0 ... 1 0 1]
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 0]]"
101,bfs,0.5,50,"[[0 0 1 ... 1 0 0]
 [1 0 0 ... 0 1 1]
 [1 0 0 ... 1 1 0]
 ...
 [1 0 0 ... 1 0 1]
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 0]]"
102,e_astar,0.5,50,"[[0 0 1 ... 1 0 0]
 [1 0 0 ... 0 1 1]
 [1 0 0 ... 1 1 0]
 ...
 [1 0 0 ... 1 0 1]
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 0]]"
103,m_astar,0.5,50,"[[0 0 1 ... 1 0 0]
 [1 0 0 ... 0 1 1]
 [1 0 0 ... 1 1 0]
 ...
 [1 0 0 ... 1 0 1]
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 0]]"
104,dfs,0.5,50,"[[0 0 1 ... 0 1 0]
 [1 1 1 ... 0 1 0]
 [0 1 0 ... 0 0 1]
 ...
 [0 0 1 ... 1 1 1]
 [0 0 1 ... 1 1 0]
 [1 0 1 ... 1 0 0]]"
105,bfs,0.5,50,"[[0 0 1 ... 0 1 0]
 [1 1 1 ... 0 1 0]
 [0 1 0 ... 0 0 1]
 ...
 [0 0 1 ... 1 1 1]
 [0 0 1 ... 1 1 0]
 [1 0 1 ... 1 0 0]]"
106,e_astar,0.5,50,"[[0 0 1 ... 0 1 0]
 [1 1 1 ... 0 1 0]
 [0 1 0 ... 0 0 1]
 ...
 [0 0 1 ... 1 1 1]
 [0 0 1 ... 1 1 0]
 [1 0 1 ... 1 0 0]]"
107,m_astar,0.5,50,"[[0 0 1 ... 0 1 0]
 [1 1 1 ... 0 1 0]
 [0 1 0 ... 0 0 1]
 ...
 [0 0 1 ... 1 1 1]
 [0 0 1 ... 1 1 0]
 [1 0 1 ... 1 0 0]]"
108,dfs,0.5,50,"[[0 1 1 ... 1 1 0]
 [1 0 1 ... 1 0 1]
 [0 1 1 ... 1 0 0]
 ...
 [1 0 0 ... 1 1 0]
 [0 1 0 ... 1 0 1]
 [0 0 1 ... 0 0 0]]"
