,alg,p,dim,maze
26,m_astar,0.5,180,"[[0 0 1 ... 1 1 1]
 [0 0 1 ... 0 0 0]
 [0 0 0 ... 0 1 0]
 ...
 [0 0 1 ... 1 0 1]
 [0 1 1 ... 1 0 1]
 [0 1 1 ... 0 0 0]]"
27,dfs,0.6,180,"[[0 1 1 ... 1 0 1]
 [0 0 1 ... 1 1 1]
 [1 1 0 ... 1 1 1]
 ...
 [0 1 0 ... 0 1 1]
 [0 1 0 ... 0 1 1]
 [1 0 1 ... 0 1 0]]"
28,e_astar,0.6,180,"[[0 1 1 ... 1 0 1]
 [0 0 1 ... 1 1 1]
 [1 1 0 ... 1 1 1]
 ...
 [0 1 0 ... 0 1 1]
 [0 1 0 ... 0 1 1]
 [1 0 1 ... 0 1 0]]"
29,m_astar,0.6,180,"[[0 1 1 ... 1 0 1]
 [0 0 1 ... 1 1 1]
 [1 1 0 ... 1 1 1]
 ...
 [0 1 0 ... 0 1 1]
 [0 1 0 ... 0 1 1]
 [1 0 1 ... 0 1 0]]"
30,dfs,0.6,180,"[[0 0 0 ... 1 1 1]
 [1 0 1 ... 1 0 1]
 [0 0 0 ... 1 0 1]
 ...
 [1 0 1 ... 1 0 1]
 [0 0 0 ... 0 1 1]
 [1 1 1 ... 0 1 0]]"
31,e_astar,0.6,180,"[[0 0 0 ... 1 1 1]
 [1 0 1 ... 1 0 1]
 [0 0 0 ... 1 0 1]
 ...
 [1 0 1 ... 1 0 1]
 [0 0 0 ... 0 1 1]
 [1 1 1 ... 0 1 0]]"
32,m_astar,0.6,180,"[[0 0 0 ... 1 1 1]
 [1 0 1 ... 1 0 1]
 [0 0 0 ... 1 0 1]
 ...
 [1 0 1 ... 1 0 1]
 [0 0 0 ... 0 1 1]
 [1 1 1 ... 0 1 0]]"
33,dfs,0.6,180,"[[0 0 1 ... 1 1 0]
 [1 1 0 ... 0 1 0]
 [1 0 0 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [0 0 1 ... 0 0 1]
 [1 0 1 ... 0 0 0]]"
34,e_astar,0.6,180,"[[0 0 1 ... 1 1 0]
 [1 1 0 ... 0 1 0]
 [1 0 0 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [0 0 1 ... 0 0 1]
 [1 0 1 ... 0 0 0]]"
35,m_astar,0.6,180,"[[0 0 1 ... 1 1 0]
 [1 1 0 ... 0 1 0]
 [1 0 0 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [0 0 1 ... 0 0 1]
 [1 0 1 ... 0 0 0]]"
36,dfs,0.7,180,"[[0 1 1 ... 1 1 1]
 [0 1 0 ... 1 1 1]
 [1 1 1 ... 1 1 0]
 ...
 [1 1 1 ... 0 1 1]
 [1 1 0 ... 1 0 0]
 [0 1 1 ... 1 0 0]]"
37,e_astar,0.7,180,"[[0 1 1 ... 1 1 1]
 [0 1 0 ... 1 1 1]
 [1 1 1 ... 1 1 0]
 ...
 [1 1 1 ... 0 1 1]
 [1 1 0 ... 1 0 0]
 [0 1 1 ... 1 0 0]]"
38,m_astar,0.7,180,"[[0 1 1 ... 1 1 1]
 [0 1 0 ... 1 1 1]
 [1 1 1 ... 1 1 0]
 ...
 [1 1 1 ... 0 1 1]
 [1 1 0 ... 1 0 0]
 [0 1 1 ... 1 0 0]]"
39,dfs,0.7,180,"[[0 1 0 ... 1 1 1]
 [0 1 1 ... 1 1 0]
 [1 1 0 ... 1 1 1]
 ...
 [1 0 0 ... 0 1 1]
 [0 1 1 ... 0 0 0]
 [0 1 1 ... 1 1 0]]"
40,e_astar,0.7,180,"[[0 1 0 ... 1 1 1]
 [0 1 1 ... 1 1 0]
 [1 1 0 ... 1 1 1]
 ...
 [1 0 0 ... 0 1 1]
 [0 1 1 ... 0 0 0]
 [0 1 1 ... 1 1 0]]"
41,m_astar,0.7,180,"[[0 1 0 ... 1 1 1]
 [0 1 1 ... 1 1 0]
 [1 1 0 ... 1 1 1]
 ...
 [1 0 0 ... 0 1 1]
 [0 1 1 ... 0 0 0]
 [0 1 1 ... 1 1 0]]"
42,dfs,0.7,180,"[[0 1 1 ... 1 1 1]
 [1 1 0 ... 1 1 1]
 [1 1 1 ... 1 1 0]
 ...
 [1 0 1 ... 1 1 1]
 [1 1 1 ... 0 1 1]
 [1 1 0 ... 1 0 0]]"
43,e_astar,0.7,180,"[[0 1 1 ... 1 1 1]
 [1 1 0 ... 1 1 1]
 [1 1 1 ... 1 1 0]
 ...
 [1 0 1 ... 1 1 1]
 [1 1 1 ... 0 1 1]
 [1 1 0 ... 1 0 0]]"
44,m_astar,0.7,180,"[[0 1 1 ... 1 1 1]
 [1 1 0 ... 1 1 1]
 [1 1 1 ... 1 1 0]
 ...
 [1 0 1 ... 1 1 1]
 [1 1 1 ... 0 1 1]
 [1 1 0 ... 1 0 0]]"
45,dfs,0.8,180,"[[0 0 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 0 0 0]]"
46,e_astar,0.8,180,"[[0 0 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 0 0 0]]"
47,m_astar,0.8,180,"[[0 0 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 0 0 0]]"
48,dfs,0.8,180,"[[0 1 1 ... 1 0 1]
 [1 1 1 ... 0 1 1]
 [1 1 1 ... 0 1 1]
 ...
 [1 1 1 ... 0 0 1]
 [0 1 1 ... 0 0 1]
 [1 1 0 ... 1 1 0]]"
49,e_astar,0.8,180,"[[0 1 1 ... 1 0 1]
 [1 1 1 ... 0 1 1]
 [1 1 1 ... 0 1 1]
 ...
 [1 1 1 ... 0 0 1]
 [0 1 1 ... 0 0 1]
 [1 1 0 ... 1 1 0]]"
50,m_astar,0.8,180,"[[0 1 1 ... 1 0 1]
 [1 1 1 ... 0 1 1]
 [1 1 1 ... 0 1 1]
 ...
 [1 1 1 ... 0 0 1]
 [0 1 1 ... 0 0 1]
 [1 1 0 ... 1 1 0]]"
51,dfs,0.8,180,"[[0 1 0 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 1]
 ...
 [0 0 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [0 1 0 ... 1 1 0]]"
52,e_astar,0.8,180,"[[0 1 0 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 1]
 ...
 [0 0 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [0 1 0 ... 1 1 0]]"
53,m_astar,0.8,180,"[[0 1 0 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 1]
 ...
 [0 0 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [0 1 0 ... 1 1 0]]"
54,dfs,0.9,180,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 1]
 ...
 [0 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 0]]"
55,e_astar,0.9,180,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 1]
 ...
 [0 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 0]]"
56,m_astar,0.9,180,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 1]
 ...
 [0 1 1 ... 1 1 1]
 [0 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 0]]"
57,dfs,0.9,180,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 0 1 1]
 [1 1 0 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
58,e_astar,0.9,180,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 0 1 1]
 [1 1 0 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
59,m_astar,0.9,180,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 0 1 1]
 [1 1 0 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 0]]"
60,dfs,0.9,180,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 0]]"
61,e_astar,0.9,180,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 0]]"
62,m_astar,0.9,180,"[[0 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 0 1]
 [1 1 1 ... 1 1 0]]"
